ListEntry,Name,hyperlink,NGR,Easting,Northing,Grade,lat,lon
1002209,Woolbridge furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002209,TQ 57133 26545,557133,126545,NA,51.016817626434516,0.23881945258299825
1002210,Late medieval kiln site E of Park Wood,https://historicengland.org.uk/listing/the-list/list-entry/1002210,TQ 81878 13234,581878,113234,NA,50.8899559337908,0.5845975134058434
1002211,Deserted medieval settlement N of Church Farm,https://historicengland.org.uk/listing/the-list/list-entry/1002211,TQ 52055 05252,552055,105252,NA,50.82684383948183,0.15760956983643548
1002212,Ring ditch and rectangular enclosure SE of Mockbeggar,https://historicengland.org.uk/listing/the-list/list-entry/1002212,TQ 92100 22631,592100,122631,NA,50.971054711634125,0.7347116834575455
1002213,Saxonbury Anglo-Saxon cemetery,https://historicengland.org.uk/listing/the-list/list-entry/1002213,TQ4066809488,540728,109495,NA,50.86783757531993,-0.001481145677380636
1002214,"Royal Military Canal, Coastguard Cottages to Wickham Cliff",https://historicengland.org.uk/listing/the-list/list-entry/1002214,TQ 89462 14795,589462,114795,NA,50.901541886871954,0.6931123277700318
1002215,"Royal Military Canal, Wickham Cliff to Strand Bridge, Winchelsea",https://historicengland.org.uk/listing/the-list/list-entry/1002215,TQ 90209 16290,590209,116290,NA,50.914725112158344,0.7045018599680221
1002216,"Royal Military Canal, Iden Lock to Kent Ditch",https://historicengland.org.uk/listing/the-list/list-entry/1002216,TQ 93872 24886,593872,124886,NA,50.99071548042441,0.761120981667332
1002217,Colchester Castle and the Temple of Claudius,https://historicengland.org.uk/listing/the-list/list-entry/1002217,TL9990925391,599909,225390,NA,51.891200935867516,0.9037460936776827
1002218,Hedingham Castle,https://historicengland.org.uk/listing/the-list/list-entry/1002218,TL7869835847,578698,235865,NA,51.99248086287744,0.601301707405848
1002219,Ashburnam iron furnace site,https://historicengland.org.uk/listing/the-list/list-entry/1002219,TQ 68547 17084,568547,117084,NA,50.928586946818044,0.39701617436693165
1002220,Riverhall blast furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002220,TQ 60127 33571,560127,133571,NA,51.07912115597199,0.2845726591534283
1002221,Iron plat furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002221,TQ 49854 24182,549854,124182,NA,50.997525131353555,0.1341491387208262
1002222,King's Standing,https://historicengland.org.uk/listing/the-list/list-entry/1002222,TQ 47422 30077,547422,130077,NA,51.051126151946875,0.10191148932594256
1002223,"Pippingford furnace and ironworks, 885m south-west of New Lodge Farm",https://historicengland.org.uk/listing/the-list/list-entry/1002223,TQ 44997 31562,544997,131562,NA,51.065087588041806,0.06793255023452703
1002224,Little forge,https://historicengland.org.uk/listing/the-list/list-entry/1002224,TQ 51333 25997,551333,125997,NA,51.013447741177465,0.15596614798960887
1002225,Pillow mound and earthwork in Northbank Wood,https://historicengland.org.uk/listing/the-list/list-entry/1002225,TQ 43800 32070,543800,132070,NA,51.06995349439082,0.05106326291838721
1002226,"Cotchford Forge, 160m SSE of Ryecroft Farm",https://historicengland.org.uk/listing/the-list/list-entry/1002226,TQ 47018 33842,547018,133842,NA,51.08506230343263,0.09768090455103734
1002227,Newbridge blast furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002227,"TQ 45549 32469, TQ 45621 32511",545549,132469,NA,51.0730985233423,0.07616955920313931
1002228,"Romano-British bloomery in Pippingford Park, 775m north-east of Pippingford House",https://historicengland.org.uk/listing/the-list/list-entry/1002228,TQ 44590 31249,544590,131249,NA,51.06237744046721,0.06200312927035135
1002229,Mayfield iron furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002229,"TQ 58843 28420, TQ 59283 28139",559283,128139,NA,51.030548922520865,0.2701454152914302
1002230,Iron minepits in Tugmore Shaw,https://historicengland.org.uk/listing/the-list/list-entry/1002230,TQ 45848 37208,545848,137208,NA,51.11560806013176,0.08234677113059045
1002231,"Far Blacklands Romano-British Iron Bloomery, 580m NNW of Great Cansiron Farm",https://historicengland.org.uk/listing/the-list/list-entry/1002231,TQ 44800 38283,544800,138283,NA,51.12553376467005,0.0678158386932837
1002232,Settlement site 1/2 mile (800m) NNW of King's Standing,https://historicengland.org.uk/listing/the-list/list-entry/1002232,TQ 47403 31314,547403,131314,NA,51.062246822388076,0.10214401720876644
1002233,Pounsley iron furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002233,TQ 52899 21908,552899,121908,NA,50.97629117279217,0.1765532095338066
1002234,Pillow mounds on Ashdown Forest,https://historicengland.org.uk/listing/the-list/list-entry/1002234,"TQ 45237 31223, TQ 45257 31109, TQ 45255 31053, TQ 45380 31005, TQ 45276 30951, TQ 45369 30922, TQ 45511 30814",545237,131223,NA,51.061980629388216,0.07121930657459428
1002235,Romano-British site S of Bodiam Bridge,https://historicengland.org.uk/listing/the-list/list-entry/1002235,"TQ 78417 25182, TQ 78291 25156",578291,125156,NA,50.99817467661755,0.5394821517988886
1002236,Medieval settlement site in Buxted Park,https://historicengland.org.uk/listing/the-list/list-entry/1002236,TQ 48558 23110,548558,123110,NA,50.988227773777105,0.11525568522760658
1002237,Dewpond,https://historicengland.org.uk/listing/the-list/list-entry/1002237,TV 55116 98205,555116,98205,NA,50.76270866672542,0.19806463972463015
1002238,"Hendall Furnace, 390m north-west of Hendall Manor Farmhouse",https://historicengland.org.uk/listing/the-list/list-entry/1002238,TQ 47095 25901,547095,125901,NA,51.013683704416444,0.09555593075423427
1002239,Oldlands furnace,https://historicengland.org.uk/listing/the-list/list-entry/1002239,TQ 47651 27103,547651,127103,NA,51.02434269305631,0.10396528410525374
1002240,"Deserted medieval village of Northeye, 885m south-west of Old Road Farm",https://historicengland.org.uk/listing/the-list/list-entry/1002240,TQ 68226 07039,568226,107039,NA,50.83843039565912,0.3878329767993518
1002241,Medieval earthworks at Balmer,https://historicengland.org.uk/listing/the-list/list-entry/1002241,TQ 35877 10140,535877,110140,NA,50.874793953121824,-0.07013688215747207
1002242,Newhaven military fort and lunette battery,https://historicengland.org.uk/listing/the-list/list-entry/1002242,"TQ 44902 00198, TQ 45025 00096",544902,100198,NA,50.783257838343424,0.05412494207734212
1002243,Remains of chapel at Otham Court,https://historicengland.org.uk/listing/the-list/list-entry/1002243,TQ 58754 05711,558754,105711,NA,50.82917152887766,0.25284814256960225
1002244,"Medieval farmstead and regular aggregate field system, 805m west of Crapham Barn",https://historicengland.org.uk/listing/the-list/list-entry/1002244,"TV 56536 97869, TV 57427 97811",556536,97869,NA,50.75930839449273,0.21804038224142563
1002245,Medieval town of Winchelsea,https://historicengland.org.uk/listing/the-list/list-entry/1002245,"TQ 90390 16815, TQ 90168 17485, TQ 90170 16681, TQ 90331 17032, TQ 90286 16752, TQ 90189 16992, TQ 90642 17274",590390,116815,NA,50.919381196168594,0.7073474421057199
1002246,Holy Trinity Priory,https://historicengland.org.uk/listing/the-list/list-entry/1002246,TQ 64141 18101,564141,118101,NA,50.938994096205306,0.3348337841587864
1002247,Three round barrows SW of Loose Plantation,https://historicengland.org.uk/listing/the-list/list-entry/1002247,"TQ 49162 05297, TQ 49119 05340, TQ 49285 05175",549285,105175,NA,50.82687219701922,0.1182769168128534
1002248,Long barrow 200yds (180m) W of Winton chalk pit,https://historicengland.org.uk/listing/the-list/list-entry/1002248,TQ 50989 03586,550989,103586,NA,50.81215155274004,0.1417999703464581
1002249,"Lewes Town Wall, section called The Green Wall",https://historicengland.org.uk/listing/the-list/list-entry/1002249,TQ 41744 10389,541744,110389,NA,50.8756238418149,0.013293936695641032
1002250,Romano-British iron working site in Beauport Park,https://historicengland.org.uk/listing/the-list/list-entry/1002250,TQ 78692 14529,578692,114529,NA,50.902583233878914,0.5399795654085002
1002251,"Iron furnace site, W of Beckington Bridge",https://historicengland.org.uk/listing/the-list/list-entry/1002251,TQ 60023 18595,560023,118595,NA,50.94458936631654,0.2764895336319542
1002252,Panningridge iron furnace site,https://historicengland.org.uk/listing/the-list/list-entry/1002252,TQ 68738 17518,568738,117518,NA,50.93243040468881,0.39993225750460326
1002253,Two round barrows SE of Berwick chalk pit,https://historicengland.org.uk/listing/the-list/list-entry/1002253,TQ5062504034,550631,104027,NA,50.81620762706775,0.13690310541976594
1002254,Round barrow S of Ditchling Beacon,https://historicengland.org.uk/listing/the-list/list-entry/1002254,TQ3302512474,533025,112474,NA,50.89643370652597,-0.10980000573687232
1002255,Two round barrows 200yds (180m) W of Winton chalk pit,https://historicengland.org.uk/listing/the-list/list-entry/1002255,"TQ 50872 03706, TQ 50806 03817",550806,103817,NA,50.81427501091447,0.1392992181201968
1002256,"Bowl barrow, 870m NNE of Blackstone Barn",https://historicengland.org.uk/listing/the-list/list-entry/1002256,TQ 48866 02720,548866,102720,NA,50.80491836400438,0.1113367682941624
1002257,Field system,https://historicengland.org.uk/listing/the-list/list-entry/1002257,TQ 56915 01709,556915,101709,NA,50.7937116050444,0.22504685062768043
1002258,Three round barrows E of Caburn Bottom,https://historicengland.org.uk/listing/the-list/list-entry/1002258,"TQ 44574 09281, TQ 44741 09595, TQ 44761 09586",544574,109281,NA,50.864966223094434,0.05305296032968642
1002259,The Holt round barrow,https://historicengland.org.uk/listing/the-list/list-entry/1002259,TQ 55069 04014,555069,104014,NA,50.814920535352165,0.19984804147131865
1002260,Round barrow SW of Winchester's Pond,https://historicengland.org.uk/listing/the-list/list-entry/1002260,TQ5372001781,553720,101781,NA,50.79521405801346,0.17977956018328264
1002261,Chapel of St James' Hospital,https://historicengland.org.uk/listing/the-list/list-entry/1002261,TQ 41300 09756,541300,109756,NA,50.870043755969284,0.006742974044458606
1002262,Linear earthwork S of village,https://historicengland.org.uk/listing/the-list/list-entry/1002262,TQ3584807520,535848,107520,NA,50.851253909583264,-0.0715206194958046
1002263,Round barrow NW of Mill Hill,https://historicengland.org.uk/listing/the-list/list-entry/1002263,TQ4037105710,540371,105710,NA,50.83390840543482,-0.008000890697104055
1002264,Round barrow S of Breaky Bottom,https://historicengland.org.uk/listing/the-list/list-entry/1002264,TQ 40153 04908,540153,104908,NA,50.826753551697344,-0.011400989888541808
1002265,Heathy Brow round barrows,https://historicengland.org.uk/listing/the-list/list-entry/1002265,TQ3962505234,539625,105234,NA,50.829810823821276,-0.018768983937232003
1002266,Fore Hill round barrow,https://historicengland.org.uk/listing/the-list/list-entry/1002266,TQ4611504246,546115,104246,NA,50.81933169611854,0.07292920437025792
1002267,"Firle Beacon round barrow and two adjacent round barrows, West Firle",https://historicengland.org.uk/listing/the-list/list-entry/1002267,"TQ4854405920, TQ4853805868, TQ4866905816",548544,105920,NA,50.8337575130815,0.1080649515630885
1002268,Three round barrows W of Bopeep chalk pit,https://historicengland.org.uk/listing/the-list/list-entry/1002268,"TQ4907405302, TQ4906505239, TQ4906105192",549061,105192,NA,50.82708263441451,0.11510564048970977
1002269,Round barrow SW of Bopeep Bostal,https://historicengland.org.uk/listing/the-list/list-entry/1002269,TQ4945105035,549451,105035,NA,50.82557131637795,0.12057515816486233
1002270,Two round barrows SW of Bostal Bottom,https://historicengland.org.uk/listing/the-list/list-entry/1002270,TQ4875404398,548749,104324,NA,50.819362615388236,0.11032710573035362
