"ListEntry","dataset","end.date","entity","entry.date","name","point","start.date","typology","url","geography","heritage.at.risk","organisation","Name","hyperlink","NGR","Easting","Northing","Grade","lat","lon"
1189230,"heritage-at-risk",NA,7503580,"2024-09-26","21, Chiswick High Road","POINT(-0.246241 51.493081)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/173401",NA,NA,NA,"21, CHISWICK HIGH ROAD W4","https://historicengland.org.uk/listing/the-list/list-entry/1189230","TQ 21846 78584",521846,178584,"II",NA,NA
1189311,"heritage-at-risk",NA,7503510,"2024-09-26","37, North Road, Highgate N6","POINT(-0.150103 51.573029)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/173458",NA,NA,NA,"37-43, NORTH ROAD N6","https://historicengland.org.uk/listing/the-list/list-entry/1189311","TQ 28295 87639",528295,187639,"II",NA,NA
1189466,"heritage-at-risk",NA,7503581,"2024-09-26","Feltham House, Elmwood Avenue, Feltham","POINT(-0.409691 51.442932)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/331060",NA,NA,NA,"Feltham House","https://historicengland.org.uk/listing/the-list/list-entry/1189466","TQ1062172750",510621,172750,"II",NA,NA
1189519,"heritage-at-risk",NA,7505282,"2024-09-26","Walled garden at Twyford Abbey, Twyford Abbey Road NW10","POINT(-0.285021 51.535658)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/173610",NA,NA,NA,"GARDEN WALL TO NORTH OF TWYFORD ABBEY","https://historicengland.org.uk/listing/the-list/list-entry/1189519","TQ 19043 83255",519043,183255,"II",NA,NA
1189554,"heritage-at-risk",NA,7503511,"2024-09-26","Lilford Hall","POINT(-0.487049 52.444917)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50129",NA,NA,NA,"LILFORD HALL","https://historicengland.org.uk/listing/the-list/list-entry/1189554","TL 02928 84069",502928,284069,"I",NA,NA
1189588,"heritage-at-risk",NA,7503512,"2024-09-26","Gothic Boathouse, Gunnersbury Park, Gunnersbury Avenue","POINT(-0.291075 51.492987)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47425",NA,NA,NA,"Gothic boathouse and pavilion on south shore of Potomac fish pond.","https://historicengland.org.uk/listing/the-list/list-entry/1189588","TQ 18734 78500",518734,178500,"II",NA,NA
1189608,"heritage-at-risk",NA,7503501,"2024-09-26","Church of St Mary the Virgin, Church Lane","POINT(-0.008657 51.259069)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/20401",NA,NA,NA,"CHURCH OF ST MARY THE VIRGIN","https://historicengland.org.uk/listing/the-list/list-entry/1189608","TQ 39045 52984",539045,152985,"I",NA,NA
1189676,"heritage-at-risk",NA,7503502,"2024-09-26","Terrace gardens, Castle Ashby Park","POINT(-0.736618 52.224478)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46248",NA,NA,NA,"TERRACE GARDENS","https://historicengland.org.uk/listing/the-list/list-entry/1189676","SP 86394 59225",486394,259225,"II*",NA,NA
1189978,"heritage-at-risk",NA,7503686,"2022-12-21","Church of St Mary","POINT(-2.483285 52.442965)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19240",NA,NA,NA,"CHURCH OF ST MARY","https://historicengland.org.uk/listing/the-list/list-entry/1189978","SO 67247 82886",367247,282886,"I",NA,NA
1190174,"heritage-at-risk",NA,7503513,"2024-09-26","Church of St Mary, Horton","POINT(-0.802974 52.181212)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/409324",NA,NA,NA,"CHURCH OF ST MARY","https://historicengland.org.uk/listing/the-list/list-entry/1190174","SP 81941 54336",481941,254336,"II*",NA,NA
1190243,"heritage-at-risk",NA,7503503,"2024-09-26","Remains of Trentham Hall, the Grand Entrance and Orangery, Park Drive, Trentham Gardens","POINT(-2.202393 52.965107)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46994",NA,NA,NA,"Remains of Trentham Hall: The Grand Entrance and conservatory","https://historicengland.org.uk/listing/the-list/list-entry/1190243","SJ8648940884",386500,340875,"II*",NA,NA
1190319,"heritage-at-risk",NA,7503582,"2024-09-26","Church of St Luke, Banbury Lane","POINT(-1.032291 52.175917)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/14462",NA,NA,NA,"CHURCH OF ST LUKE","https://historicengland.org.uk/listing/the-list/list-entry/1190319","SP 66270 53513",466270,253513,"II*",NA,NA
1190455,"heritage-at-risk",NA,7503687,"2024-09-26","Church of St Peter and St Paul, The Street","POINT(-0.440906 51.153102)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21976",NA,NA,NA,"CHURCH OF ST PETER AND ST PAUL","https://historicengland.org.uk/listing/the-list/list-entry/1190455","TQ 09136 40472",509136,140472,"I",NA,NA
1190683,"heritage-at-risk",NA,7503514,"2024-09-26","Stable block and outbuildings at Wakefield Lodge","POINT(-0.923979 52.076015)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46249",NA,NA,NA,"STABLE BLOCK AT WAKEFIELD LODGE AND ATTACHED WALLS, OUTBUILDINGS AND GATEPIERS","https://historicengland.org.uk/listing/the-list/list-entry/1190683","SP 73841 42506",473841,242506,"II*",NA,NA
1190715,"heritage-at-risk",NA,7503515,"2021-05-27","Church of St Michael and All Angels, Blithbury Road","POINT(-1.844834 52.771619)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/13805",NA,NA,NA,"CHURCH OF ST MICHAEL AND ALL ANGELS","https://historicengland.org.uk/listing/the-list/list-entry/1190715","SK 10565 19346",410565,319346,"I",NA,NA
1190812,"heritage-at-risk",NA,7503506,"2024-09-26","Entrance Arch From Courtfield Gardens, Gaspar Mews","POINT(-0.187246 51.494252)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/174517",NA,NA,NA,"ENTRANCE ARCH FROM COURTFIELD GARDENS","https://historicengland.org.uk/listing/the-list/list-entry/1190812","TQ 25938 78814",525938,178814,"II",NA,NA
1190995,"heritage-at-risk",NA,7503507,"2024-09-26","The Anglican Chapel, Harrow Road, Kensal Green Cemetery","POINT(-0.225789 51.528313)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49006",NA,NA,NA,"THE ANGLICAN CHAPEL","https://historicengland.org.uk/listing/the-list/list-entry/1190995","TQ 23171 82536",523171,182537,"I",NA,NA
1191000,"heritage-at-risk",NA,7503688,"2024-09-26","Boundary wall to Kensal Green Cemetery, Harrow Road","POINT(-0.223552 51.528884)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49952",NA,NA,NA,"Perimeter walls and railings including entrance gateway opposite Wakeman Road","https://historicengland.org.uk/listing/the-list/list-entry/1191000","TQ 23455 82459, TQ 23472 82639, TQ 23046 82712",523472,182639,"II",NA,NA
1191062,"heritage-at-risk",NA,7503508,"2024-09-26","Chestnuts House, 398, Hoe Street","POINT(-0.017346 51.577943)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/381055",NA,NA,NA,"CHESTNUTS HOUSE","https://historicengland.org.uk/listing/the-list/list-entry/1191062","TQ3747988427",537479,188427,"II*",NA,NA
1191154,"heritage-at-risk",NA,7503584,"2024-09-26","St Michael and All Angels Church, Palmerston Road, Walthamstow","POINT(-0.029646 51.585288)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19520",NA,NA,NA,"CHURCH OF ST MICHAEL AND ALL ANGELS","https://historicengland.org.uk/listing/the-list/list-entry/1191154","TQ 36605 89220",536605,189220,"II",NA,NA
1191297,"heritage-at-risk",NA,7503509,"2024-09-26","Spotted Dog public house, 212, Upton Lane","POINT(0.022891 51.541989)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49338",NA,NA,NA,"THE SPOTTED DOG PUBLIC HOUSE","https://historicengland.org.uk/listing/the-list/list-entry/1191297","TQ 40378 84504",540378,184505,"II",NA,NA
1191576,"heritage-at-risk",NA,7503522,"2024-09-26","Church of St Nicholas, Main Street","POINT(-0.581843 52.537645)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23655",NA,NA,NA,"CHURCH OF ST NICHOLAS","https://historicengland.org.uk/listing/the-list/list-entry/1191576","SP 96283 94252",496283,294252,"I",NA,NA
1191625,"heritage-at-risk",NA,7503689,"2024-09-26","Church of Holy Trinity, Church Street","POINT(-0.143403 51.004882)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16973",NA,NA,NA,"PARISH CHURCH OF HOLY TRINITY","https://historicengland.org.uk/listing/the-list/list-entry/1191625","TQ 30357 24473",530357,124474,"I",NA,NA
1192042,"heritage-at-risk",NA,7503642,"2024-09-26","Dovecote, circa 160 metres north east of Newton Field Centre","POINT(-0.698554 52.441526)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/399386",NA,NA,NA,"DOVECOTE, CIRCA 160 METRES NORTH EAST OF NEWTON FIELD CENTRE","https://historicengland.org.uk/listing/the-list/list-entry/1192042","SP 88560 83412",488560,283412,"I",NA,NA
1192060,"heritage-at-risk",NA,7503643,"2024-09-26","Statue of Queen Anne south east of Holmhurst St Mary's School, The Ridge, Baldslow","POINT(0.563451 50.887334)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46614",NA,NA,NA,"STATUE OF QUEEN ANNE SOUTH EAST OF HOLMHURST ST MARY'S SCHOOL","https://historicengland.org.uk/listing/the-list/list-entry/1192060","TQ 80399 12891",580399,112891,"II*",NA,NA
1192178,"heritage-at-risk",NA,7503644,"2022-12-21","Pope's Grotto in grounds of Radnor House School, Cross Deep (east side), Twickenham","POINT(-0.331898 51.442231)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48725",NA,NA,NA,"POPE'S GROTTO IN GROUNDS OF ST CATHERINE'S HIGH SCHOOL","https://historicengland.org.uk/listing/the-list/list-entry/1192178","TQ1604072761",516040,172761,"II*",NA,NA
1192206,"heritage-at-risk",NA,7503649,"2024-09-26","Church of St Peter, Berrister Place","POINT(-0.532801 52.346755)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23307",NA,NA,NA,"CHURCH OF ST PETER
PARISH CHURCH OF ST PETER","https://historicengland.org.uk/listing/the-list/list-entry/1192206","TL 00040 73087",500040,273087,"I",NA,NA
1192232,"heritage-at-risk",NA,7503575,"2024-09-26","Church of St Lawrence, Church Street","POINT(-0.562963 52.332470)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23306",NA,NA,NA,"CHURCH OF ST LAURENCE","https://historicengland.org.uk/listing/the-list/list-entry/1192232","SP 98017 71457",498017,271457,"I",NA,NA
1192336,"heritage-at-risk",NA,7505283,"2024-09-26","Church of All Saints, Stockbridge Lane","POINT(-1.168920 53.594255)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24396",NA,NA,NA,"CHURCH OF ALL SAINTS","https://historicengland.org.uk/listing/the-list/list-entry/1192336","SE 55104 11172",455104,411172,"I",NA,NA
1192503,"heritage-at-risk",NA,7503645,"2024-09-26","Church of All Saints, Church Lane","POINT(-1.206365 51.997730)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16453",NA,NA,NA,"CHURCH OF ALL SAINTS","https://historicengland.org.uk/listing/the-list/list-entry/1192503","SP 54583 33550",454583,233550,"I",NA,NA
1192516,"heritage-at-risk",NA,7503577,"2024-09-26","Church of St Swithun, Hither Green Lane, Lewisham","POINT(-0.006772 51.452456)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/13983",NA,NA,NA,"CHURCH OF ST SWITHUN","https://historicengland.org.uk/listing/the-list/list-entry/1192516","TQ 38592 74492",538592,174492,"II",NA,NA
1192628,"heritage-at-risk",NA,7503525,"2024-09-26","Church of St Lawrence, Station Road","POINT(-1.000112 53.578708)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16726",NA,NA,NA,"CHURCH OF ST LAWRENCE","https://historicengland.org.uk/listing/the-list/list-entry/1192628","SE 66301 09586",466301,409586,"I",NA,NA
1192644,"heritage-at-risk",NA,7503526,"2024-09-26","Church of St Helen, Church Lane","POINT(-1.225013 53.542188)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12798",NA,NA,NA,"CHURCH OF ST HELEN","https://historicengland.org.uk/listing/the-list/list-entry/1192644","SE 51454 05338",451454,405338,"I",NA,NA
1192740,"heritage-at-risk",NA,7503594,"2024-09-26","Former Royal Masonic Hospital, Ravenscourt Park, Hammersmith","POINT(-0.241394 51.496255)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50157",NA,NA,NA,"ROYAL MASONIC HOSPITAL, WITH ASSOCIATED BOUNDARY WALLS, GATES, RAILINGS AND PLANTERS","https://historicengland.org.uk/listing/the-list/list-entry/1192740","TQ 22174 78945",522174,178945,"II*",NA,NA
1192780,"heritage-at-risk",NA,7503527,"2024-09-26","Church of St Mary De Haura, Church Lane, Shoreham by Sea","POINT(-0.274256 50.832896)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17466",NA,NA,NA,"CHURCH OF ST MARY DE HAURA","https://historicengland.org.uk/listing/the-list/list-entry/1192780","TQ 21623 05126",521623,105127,"I",NA,NA
1193014,"heritage-at-risk",NA,7503528,"2024-09-26","Walls to east and south of garden of number 28 (Coombe House), Church Road, Hillingdon","POINT(-0.472663 51.504146)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/176056",NA,NA,NA,"WALLS TO EAST AND SOUTH OF GARDEN OF NUMBER 28 (COOMBE HOUSE)","https://historicengland.org.uk/listing/the-list/list-entry/1193014","TQ0610379463",506103,179463,"II*",NA,NA
1193297,"heritage-at-risk",NA,7503697,"2024-09-26","Church of St Mary the Virgin, Lewisham High Street, Lewisham","POINT(-0.016002 51.455679)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/13981",NA,NA,NA,"CHURCH OF ST MARY THE VIRGIN","https://historicengland.org.uk/listing/the-list/list-entry/1193297","TQ 37941 74833",537941,174833,"II*",NA,NA
1193391,"heritage-at-risk",NA,7503529,"2024-09-26","Burn Bullock Public House, 315, London Road","POINT(-0.168398 51.400763)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/392392",NA,NA,NA,"BURN BULLOCK PUBLIC HOUSE","https://historicengland.org.uk/listing/the-list/list-entry/1193391","TQ2750668451",527506,168451,"II",NA,NA
1193775,"heritage-at-risk",NA,7503530,"2024-09-26","Tomb of Elizabeth Johnson, St Mary's Churchyard, St Mary's Road, Wimbledon","POINT(-0.211297 51.428507)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50230",NA,NA,NA,"TOMB OF ELIZABETH JOHNSON,50 YARDS TO NORTH WEST OF TOWER OF ST MARYS CHURCH","https://historicengland.org.uk/listing/the-list/list-entry/1193775","TQ 24447 71462",524447,171462,"II",NA,NA
1193943,"heritage-at-risk",NA,7503595,"2021-12-01","South Lodge to Grim's Dyke Hotel, Old Redding HA3","POINT(-0.349461 51.620868)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/176738",NA,NA,NA,"SOUTH LODGE TO GRIMSDYKE","https://historicengland.org.uk/listing/the-list/list-entry/1193943","TQ 14360 92628",514360,192628,"II",NA,NA
1194005,"heritage-at-risk",NA,7503589,"2024-09-26","Base of windmill at Mill House, Windmill Road","POINT(-0.145212 51.395052)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48847",NA,NA,NA,"BASE OF WINDMILL AT MILL HOUSE","https://historicengland.org.uk/listing/the-list/list-entry/1194005","TQ 29135 67856",529135,167856,"II",NA,NA
1194014,"heritage-at-risk",NA,7503531,"2024-09-26","Wall to rear of the block of flats west of easternmost block, 9, 11, 15 and 17, Windsor Avenue","POINT(-0.183531 51.410796)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/176792",NA,NA,NA,"WALL TO REAR OF THE BLOCK OF FLATS WEST OF EASTERMOST BLOCK","https://historicengland.org.uk/listing/the-list/list-entry/1194014","TQ 26426 69540",526426,169540,"II",NA,NA
1194165,"heritage-at-risk",NA,7503698,"2021-05-27","Front garden wall, The Beeches, High Street, Cowley","POINT(-0.482651 51.531294)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49968",NA,NA,NA,"WALL TO NORTH OF FRONT GARDEN OF THE BEECHES","https://historicengland.org.uk/listing/the-list/list-entry/1194165","TQ0534782467",505347,182467,"II",NA,NA
1194199,"heritage-at-risk",NA,7505286,"2024-09-26","Gibraltar Tower, Heathfield Park, Heathfield","POINT(0.260201 50.970076)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/176932",NA,NA,NA,"THE GIBRALTAR TOWER, HEATHFIELD PARK","https://historicengland.org.uk/listing/the-list/list-entry/1194199","TQ 58790 21394",558790,121394,"II*",NA,NA
1194205,"heritage-at-risk",NA,7503590,"2024-09-26","Boundary wall fronting road from Nos 118-128, Stanmore Hill (east side), Stanmore","POINT(-0.319004 51.623342)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49961",NA,NA,NA,"BOUNDARY WALL FRONTING ROAD FROM NUMBERS 118, 126 AND 128","https://historicengland.org.uk/listing/the-list/list-entry/1194205","TQ1646292952",516462,192952,"II",NA,NA
1195156,"heritage-at-risk",NA,7503592,"2024-09-26","Church of St Mary the Virgin, Drew Street","POINT(-3.518836 50.386017)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/22313",NA,NA,NA,"CHURCH OF ST MARY THE VIRGIN","https://historicengland.org.uk/listing/the-list/list-entry/1195156","SX 92120 55119",292120,55119,"II*",NA,NA
1195173,"heritage-at-risk",NA,7503593,"2024-09-26","Lupton House (Gramercy Hall School)","POINT(-3.544912 50.384625)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49972",NA,NA,NA,"GRAMERCY HALL SCHOOL, LUPTON HOUSE","https://historicengland.org.uk/listing/the-list/list-entry/1195173","SX 90263 55002",290263,55003,"II*",NA,NA
1195207,"heritage-at-risk",NA,7505287,"2024-09-26","Oldway Mansion, Torquay Road, Oldway Mansion, Oldway Road","POINT(-3.567646 50.443048)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/391608",NA,NA,NA,"OLDWAY MANSION","https://historicengland.org.uk/listing/the-list/list-entry/1195207","SX 88784 61532",288784,61532,"II*",NA,NA
1195393,"heritage-at-risk",NA,7503543,"2024-09-26","Hanse House, St Margaret's Lane, King's Lynn, Hanse House, south Quay, King's Lynn, Hanse House, St Margaret's Place, King's Lynn","POINT(0.394813 52.751329)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/371897",NA,NA,NA,"HANSE HOUSE","https://historicengland.org.uk/listing/the-list/list-entry/1195393","TF 61727 19766",561727,319766,"I",NA,NA
1195481,"heritage-at-risk",NA,7503608,"2024-09-26","Church of St Andrew, Bridgeman Road, Islington","POINT(-0.115226 51.541093)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/13079",NA,NA,NA,"CHURCH OF ST ANDREW","https://historicengland.org.uk/listing/the-list/list-entry/1195481","TQ 30803 84149",530803,184149,"II",NA,NA
1195557,"heritage-at-risk",NA,7503610,"2024-09-26","Holy Trinity Church, Cloudesley Square","POINT(-0.108189 51.537386)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49346",NA,NA,NA,"Former Church of Holy Trinity","https://historicengland.org.uk/listing/the-list/list-entry/1195557","TQ 31302 83749",531302,183750,"II*",NA,NA
1195583,"heritage-at-risk",NA,7503609,"2021-12-01","Church of St John, Duncan Terrace, Islington","POINT(-0.103320 51.534031)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/10767",NA,NA,NA,"CHURCH OF ST JOHN","https://historicengland.org.uk/listing/the-list/list-entry/1195583","TQ 31649 83385",531649,183385,"II",NA,NA
1195637,"heritage-at-risk",NA,7503762,"2024-09-26","Hope Church (former Church of St Mary Magdalene) and attached railings, Holloway Road, Islington","POINT(-0.107930 51.548368)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/13085",NA,NA,NA,"CHURCH OF ST MARY MAGDALENE AND ATTACHED RAILINGS","https://historicengland.org.uk/listing/the-list/list-entry/1195637","TQ 31288 84971",531288,184971,"II*",NA,NA
1195670,"heritage-at-risk",NA,7503591,"2024-09-26","Soley Mews Chapel (former), Lloyd Baker Street","POINT(-0.110961 51.529181)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49963",NA,NA,NA,"SOLEY MEWS CHAPEL
YOUNG WOMENS CHRISTIAN ASSOCIATION","https://historicengland.org.uk/listing/the-list/list-entry/1195670","TQ 31133 82832",531133,182832,"II",NA,NA
1195681,"heritage-at-risk",NA,7503701,"2024-09-26","Railings and gates to Islington Tennis Centre and King George's Field, Market Road","POINT(-0.122930 51.545920)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/177850",NA,NA,NA,"RAILINGS AND GATES TO ISLINGTON TENNIS CENTRE AND KING GEORGE'S FIELD","https://historicengland.org.uk/listing/the-list/list-entry/1195681","TQ 30255 84672",530255,184672,"II",NA,NA
1195789,"heritage-at-risk",NA,7503763,"2024-09-26","Railings, Wilmington Square","POINT(-0.110147 51.526560)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49228",NA,NA,NA,"RAILINGS ROUND CENTRAL GARDEN","https://historicengland.org.uk/listing/the-list/list-entry/1195789","TQ 31197 82542",531197,182542,"II",NA,NA
1195821,"heritage-at-risk",NA,7503764,"2024-09-26","Bethesda Methodist Chapel, Albion Street, Hanley","POINT(-2.176951 53.023337)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47004",NA,NA,NA,"BETHESDA METHODIST CHAPEL","https://historicengland.org.uk/listing/the-list/list-entry/1195821","SJ 88228 47351",388228,347351,"II*",NA,NA
1195840,"heritage-at-risk",NA,7503702,"2024-09-26","Former Wedgwood Institute (Public Library), Queen Street, Burslem","POINT(-2.197356 53.044852)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47002",NA,NA,NA,"FORMER WEDGWOOD INSTITUTE (PUBLIC LIBRARY)","https://historicengland.org.uk/listing/the-list/list-entry/1195840","SJ 86866 49748",386866,349748,"II*",NA,NA
1196426,"heritage-at-risk",NA,7503706,"2024-09-26","Former White Hart Hotel, 34, Market Place","POINT(-0.808838 53.075844)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/178278",NA,NA,NA,"FORMER WHITE HART HOTEL","https://historicengland.org.uk/listing/the-list/list-entry/1196426","SK 79897 53840",479897,353840,"II*",NA,NA
1196883,"heritage-at-risk",NA,7503596,"2024-09-26","Church of St Peter, St Peter's Square","POINT(-2.713780 52.056353)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/15725",NA,NA,NA,"CHURCH OF ST PETER","https://historicengland.org.uk/listing/the-list/list-entry/1196883","SO 51156 40014",351156,240014,"II*",NA,NA
1197069,"heritage-at-risk",NA,7503708,"2024-09-26","Water Tower, Tower Hill, Ormskirk","POINT(-2.872453 53.569513)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46556",NA,NA,NA,"WATER TOWER ON TOWER HILL","https://historicengland.org.uk/listing/the-list/list-entry/1197069","SD 42319 08453",342319,408453,"II*",NA,NA
1197161,"heritage-at-risk",NA,7505272,"2024-09-26","Church of St Laurence, Church Street","POINT(0.317826 51.690373)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19114",NA,NA,NA,"CHURCH OF ST LAURENCE","https://historicengland.org.uk/listing/the-list/list-entry/1197161","TL 60305 01611",560305,201611,"I",NA,NA
1197371,"heritage-at-risk",NA,7505291,"2024-09-26","Christ Church Unitarian Chapel, Dampiet Street","POINT(-3.002252 51.127323)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21842",NA,NA,NA,"Christ Church Unitarian Chapel","https://historicengland.org.uk/listing/the-list/list-entry/1197371","ST 29961 36928",329961,136928,"II*",NA,NA
1197449,"heritage-at-risk",NA,7503597,"2024-09-26","Waterloo House and Manor Court House, 7A, 7B, 9, 11, 13 and 13A, Fore Street","POINT(-2.965234 50.872891)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50010",NA,NA,NA,"WATERLOO HOUSE AND MANOR COURT HOUSE","https://historicengland.org.uk/listing/the-list/list-entry/1197449","ST 32180 08600",332180,108600,"I",NA,NA
1197918,"heritage-at-risk",NA,7503772,"2024-09-26","Police and Fire Station, London Road, Manchester","POINT(-2.232531 53.476699)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46496",NA,NA,NA,"POLICE AND FIRE STATION","https://historicengland.org.uk/listing/the-list/list-entry/1197918","SJ 84664 97798",384664,397798,"II*",NA,NA
1198490,"heritage-at-risk",NA,7503709,"2024-09-26","Church of St Nicholas, Kiddington Park","POINT(-1.403383 51.903245)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17666",NA,NA,NA,"CHURCH OF ST NICHOLAS","https://historicengland.org.uk/listing/the-list/list-entry/1198490","SP 41143 22912",441143,222912,"II*",NA,NA
1198947,"heritage-at-risk",NA,7503773,"2024-09-26","The Mechanics Institute, Emlyn Square","POINT(-1.791057 51.561723)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48166",NA,NA,NA,"THE MECHANICS' INSTITUTE","https://historicengland.org.uk/listing/the-list/list-entry/1198947","SU 14580 84781",414580,184781,"II*",NA,NA
1199139,"heritage-at-risk",NA,7503598,"2021-12-01","Church of St Mary, Church Street","POINT(-2.806165 53.428419)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19364",NA,NA,NA,"CHURCH OF ST MARY","https://historicengland.org.uk/listing/the-list/list-entry/1199139","SJ 46531 92704",346531,392705,"I",NA,NA
1199141,"heritage-at-risk",NA,7503710,"2024-09-26","Church of St Helen, Church Street, St Helens","POINT(-2.734961 53.451653)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/20713",NA,NA,NA,"Church of St Helen","https://historicengland.org.uk/listing/the-list/list-entry/1199141","SJ 51289 95238",351289,395238,"II",NA,NA
1199308,"heritage-at-risk",NA,7503711,"2024-09-26","Church of Holy Trinity, Traverse Street, St Helens","POINT(-2.720970 53.453302)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17994",NA,NA,NA,"CHURCH OF HOLY TRINITY","https://historicengland.org.uk/listing/the-list/list-entry/1199308","SJ 52220 95412",352220,395412,"II",NA,NA
