"reference","ID","Name","Grade","Listing.date","Amendment.date","Capture.scale","NHLE.link","National.Grid.Reference","Easting","Northing","dataset","end.date","entity","entry.date","geojson","geometry","name","organisation.entity","point","prefix","start.date","typology","categories","documentation.url","geography","heritage.at.risk","legislation","notes","organisation"
"1358396","334569","STABLE BLOCK TO SOUTH EAST OF HAREFIELD PARK","II","09/06/1974 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358396","TQ 05001 90794",505001,190794,"heritage-at-risk",NA,7504367,"2024-09-26",NA,"MULTIPOLYGON (((-0.485130 51.606198,-0.485147 51.606218,-0.485166 51.606199,-0.485130 51.606198)))","The stable block, south east of Harefield Park, (annexe to Harefield Hospital), Hill End Road, Harefield",16,"POINT(-0.485148 51.606205)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48716",NA,NA,NA,NA,NA
"1358415","334588","GATEWAY TO HILLINGDON UXBRIDGE CEMETERY","II","09/06/1974 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358415","TQ 06512 82918",506512,182918,"heritage-at-risk",NA,7504494,"2024-09-26",NA,"MULTIPOLYGON (((-0.465705 51.535123,-0.465722 51.535143,-0.465741 51.535124,-0.465705 51.535123)))","Gatehouse at Hillingdon-Uxbridge Cemetery, Uxbridge Road",16,"POINT(-0.465723 51.535130)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49876",NA,NA,NA,NA,NA
"1358433","334606","MORTUARY CHAPELS","II","10/06/1983 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358433","TQ 19181 68795",519181,168795,"heritage-at-risk",NA,7504495,"2024-09-26",NA,"MULTIPOLYGON (((-0.287887 51.405661,-0.287905 51.405681,-0.287923 51.405662,-0.287887 51.405661)))","Mortuary Chapels, Bonner Hill Road",16,"POINT(-0.287905 51.405668)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/294348",NA,NA,NA,NA,NA
"1358588","334759","Refreshment room (part of the former stable block), Ravenscourt Park","II","05/12/1970 00:00","03/11/2020 11:01","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358588","TQ2246479080",522464,179081,"heritage-at-risk",NA,7504362,"2024-09-26",NA,"MULTIPOLYGON (((-0.237196 51.497473,-0.237198 51.497542,-0.237272 51.497541,-0.237272 51.497520,-0.237280 51.497520,-0.237280 51.497470,-0.237312 51.497470,-0.237310 51.497349,-0.237033 51.497353,-0.237033 51.497403,-0.237163 51.497402,-0.237165 51.497469,-0.237196 51.497467,-0.237196 51.497473)))","Refreshment Room, Ravenscourt Park",16,"POINT(-0.237207 51.497421)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/294463",NA,NA,NA,NA,NA
"1358651","334821","OLD PYE HOUSE","II","07/09/1968 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358651","TQ 15061 87289",515061,187289,"heritage-at-risk",NA,7504496,"2024-09-26",NA,"MULTIPOLYGON (((-0.341072 51.572732,-0.341089 51.572752,-0.341108 51.572733,-0.341072 51.572732)))","Old Pye House, West Street, HA1 3EL",16,"POINT(-0.341090 51.572739)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/294505",NA,NA,NA,NA,NA
"1358673","334843","WALL TO WEST AND NORTH OF SPRINGBOK HOUSE","II","3/31/1976 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358673","TQ1657993331",516579,193331,"heritage-at-risk",NA,7504363,"2024-09-26",NA,"MULTIPOLYGON (((-0.317177 51.626723,-0.317194 51.626742,-0.317213 51.626723,-0.317177 51.626723)))","Wall to west and north of Springbok House, Wood Lane",16,"POINT(-0.317195 51.626729)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/353978",NA,NA,NA,NA,NA
"1358740","334909","Crossways","II","1/19/1981 12:00:00 AM","12/12/2012 12:02","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1358740","TQ1531280846",515312,180846,"heritage-at-risk",NA,7504364,"2021-05-27",NA,"MULTIPOLYGON (((-0.339735 51.514814,-0.339750 51.514814,-0.339754 51.514750,-0.339448 51.514738,-0.339444 51.514774,-0.339414 51.514773,-0.339411 51.514802,-0.339643 51.514810,-0.339735 51.514814)))","Crossways, 134, Church Road, Hanwell",16,"POINT(-0.339591 51.514777)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49129",NA,NA,NA,NA,NA
"1358760","334929","HANWELL COMMUNITY CENTRE","II","1/19/1981 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358760","TQ 15574 81559",515574,181559,"heritage-at-risk",NA,7504497,"2024-09-26",NA,"MULTIPOLYGON (((-0.335553 51.521128,-0.335570 51.521148,-0.335589 51.521129,-0.335553 51.521128)))","Hanwell Community Centre, Cuckoo Avenue, Hanwell",16,"POINT(-0.335571 51.521135)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49061",NA,NA,NA,NA,NA
"1358787","334956","MAIN UP SIDE BUILDING AND DOWNSIDE ISLAND PLATFORM AT HANWELL STATION","II","9/15/1972 12:00:00 AM","1/19/1981 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358787","TQ 15390 80525",515390,180525,"heritage-at-risk",NA,7504365,"2021-05-27",NA,"MULTIPOLYGON (((-0.338542 51.511872,-0.338559 51.511892,-0.338578 51.511873,-0.338542 51.511872)))","Hanwell Station, main up side building and down side island platform, Station Road, Hanwell",16,"POINT(-0.338560 51.511879)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49122",NA,NA,NA,NA,NA
"1358832","335000","662, HIGH ROAD N17","II","05/10/1974 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358832","TQ3392790733",533927,190733,"heritage-at-risk",NA,7504368,"2024-09-26",NA,"MULTIPOLYGON (((-0.067684 51.599518,-0.067701 51.599538,-0.067720 51.599519,-0.067684 51.599518)))","662, High Road, Tottenham N17",16,"POINT(-0.067702 51.599525)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50151",NA,NA,NA,NA,NA
"1358835","335003","808 AND 810, HIGH ROAD N17","II*","7/22/1949 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358835","TQ 33902 91452",533902,191452,"heritage-at-risk",NA,7504498,"2024-09-26",NA,"MULTIPOLYGON (((-0.067769 51.605987,-0.067786 51.606006,-0.067805 51.605987,-0.067769 51.605987)))","810, High Road, Tottenham N17",16,"POINT(-0.067787 51.605993)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47618",NA,NA,NA,NA,NA
"1358860","335027","CHURCH OF ST AUGUSTINE OF CANTERBURY","II","05/10/1974 00:00","05/08/1997 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358860","TQ 29042 87562",529042,187562,"heritage-at-risk",NA,7504499,"2024-09-26",NA,"MULTIPOLYGON (((-0.139336 51.572163,-0.139353 51.572183,-0.139372 51.572164,-0.139336 51.572163)))","Church of St Augustine, Archway Road, Hornsey",16,"POINT(-0.139354 51.572170)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12590",NA,NA,NA,NA,NA
"1358950","335114","FORECOURT RAILINGS AND GATES TO RED BARRACKS, AND GATE LODGE","II","9/19/1972 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358950","TQ 42733 78677",542733,178677,"heritage-at-risk",NA,7504374,"2024-09-26",NA,"MULTIPOLYGON (((0.054491 51.489027,0.054474 51.489047,0.054455 51.489028,0.054491 51.489027)))","Forecourt railings and gates to Red Barracks, and Gate Lodge, Frances Street, Woolwich",16,"POINT(0.054473 51.489034)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47738",NA,NA,NA,NA,NA
"1358998","335162","GATE PIERS TO FORMER NAVAL DOCKYARD","II","06/08/1973 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1358998","TQ 36693 78242",536693,178242,"heritage-at-risk",NA,7504369,"2021-05-27",NA,"MULTIPOLYGON (((-0.032617 51.486609,-0.032635 51.486629,-0.032653 51.486610,-0.032617 51.486609)))","Gate Piers to former Naval Dockyard, Grove Street SE8",16,"POINT(-0.032635 51.486616)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/294744",NA,NA,NA,NA,NA
"1359001","335165","WEMBLEY HILL LODGE","II","06/01/1973 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359001","TQ 18586 85932",518586,185932,"heritage-at-risk",NA,7504500,"2024-09-26",NA,"MULTIPOLYGON (((-0.290688 51.559807,-0.290705 51.559827,-0.290724 51.559808,-0.290688 51.559807)))","Wembley Hill Lodge, 114, Wembley Hill Road, Brent HA9",16,"POINT(-0.290706 51.559814)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/354010",NA,NA,NA,NA,NA
"1359002","335166","THE CHAPELS AT PADDINGTON CEMETERY","II","5/27/1982 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359002","TQ 24555 83792",524555,183792,"heritage-at-risk",NA,7504375,"2024-09-26",NA,"MULTIPOLYGON (((-0.205381 51.539290,-0.205399 51.539310,-0.205418 51.539290,-0.205381 51.539290)))","The Chapels at Paddington Cemetery, Willesden Lane",16,"POINT(-0.205399 51.539297)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/294746",NA,NA,NA,NA,NA
"1359029","335193","PARISH CHURCH OF ST MARY","II*","02/03/1950 00:00","04/07/1983 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359029","TQ 22871 89561",522871,189561,"heritage-at-risk",NA,7505422,"2024-09-26",NA,"MULTIPOLYGON (((-0.227635 51.591506,-0.227652 51.591526,-0.227671 51.591507,-0.227635 51.591506)))","Parish Church of St Mary, Church End, Hendon",16,"POINT(-0.227653 51.591513)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12566",NA,NA,NA,NA,NA
"1359127","335289","MAIN FARM BUILDING AT COLLEGE FARM","II","1/15/1986 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359127","TQ 24544 89807",524544,189807,"heritage-at-risk",NA,7504381,"2024-09-26",NA,"MULTIPOLYGON (((-0.203410 51.593350,-0.203427 51.593370,-0.203446 51.593351,-0.203410 51.593350)))","College Farm - main building, Fitzalan Road",16,"POINT(-0.203428 51.593357)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48848",NA,NA,NA,NA,NA
"1359128","335290","SILO AT COLLEGE FARM","II","1/15/1986 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359128","TQ 24573 89820",524573,189820,"heritage-at-risk",NA,7504501,"2024-09-26",NA,"MULTIPOLYGON (((-0.202986 51.593460,-0.203004 51.593480,-0.203023 51.593461,-0.202986 51.593460)))","Silo, Fitzalan Road, College Farm",16,"POINT(-0.203004 51.593467)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48864",NA,NA,NA,NA,NA
"1359273","335429","THE MANOR HOUSE","II*","02/07/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359273","TF 23985 10260",523985,310261,"heritage-at-risk",NA,7504370,"2024-09-26",NA,"MULTIPOLYGON (((-0.167595 52.675884,-0.167612 52.675903,-0.167632 52.675884,-0.167595 52.675884)))","Crowland Manor, 5, East Street",16,"POINT(-0.167613 52.675890)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49664",NA,NA,NA,NA,NA
"1359302","335458","CHURCH OF ST PETER AND ST PAUL","II*","6/28/1954 12:00:00 AM","8/24/1981 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359302","TQ 50043 84530",550043,184530,"heritage-at-risk",NA,7504382,"2022-12-21",NA,"MULTIPOLYGON (((0.162192 51.539727,0.162175 51.539746,0.162156 51.539727,0.162192 51.539727)))","Church of St Peter and St Paul, Crown Street, Dagenham",16,"POINT(0.162174 51.539733)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/15969",NA,NA,NA,NA,NA
"1359317","335472","BECKENHAM PLACE MANSION","II*","5/28/1954 12:00:00 AM","6/29/1973 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359317","TQ 37859 70706",537859,170706,"heritage-at-risk",NA,7504502,"2024-09-26",NA,"MULTIPOLYGON (((-0.018769 51.418606,-0.018786 51.418625,-0.018805 51.418606,-0.018769 51.418606)))","Beckenham Place, Foxgrove Road, Beckenham Place Park",16,"POINT(-0.018787 51.418612)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48894",NA,NA,NA,NA,NA
"1359456","335609","Torksey Viaduct over River Trent","II*","06/11/1985 00:00","6/13/2017 9:21:26 AM","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1359456","SK8361979151",483619,379150,"heritage-at-risk",NA,7504371,"2024-09-26",NA,"MULTIPOLYGON (((-0.748398 53.303150,-0.748861 53.303254,-0.748913 53.303275,-0.748969 53.303184,-0.748280 53.303033,-0.748281 53.303018,-0.748265 53.303007,-0.748245 53.303010,-0.748233 53.303022,-0.747667 53.302897,-0.747682 53.302868,-0.747632 53.302858,-0.747627 53.302867,-0.747568 53.302854,-0.747574 53.302843,-0.747519 53.302833,-0.747503 53.302864,-0.747433 53.302851,-0.745946 53.302542,-0.744430 53.302206,-0.744387 53.302269,-0.747462 53.302941,-0.747446 53.302967,-0.747465 53.302977,-0.747477 53.302978,-0.747497 53.302961,-0.747563 53.302975,-0.747558 53.302987,-0.747563 53.302994,-0.747590 53.303000,-0.747621 53.302976,-0.748180 53.303102,-0.748179 53.303121,-0.748191 53.303130,-0.748209 53.303130,-0.748231 53.303113,-0.748398 53.303150)))","Torksey Viaduct over River Trent, Trent Side",16,"POINT(-0.746843 53.302767)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46294",NA,NA,NA,NA,NA
"1359492","335644","CHURCH OF ST JOHN THE BAPTIST","II*","11/30/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359492","SK 94809 79475",494809,379475,"heritage-at-risk",NA,7504372,"2022-12-21",NA,"MULTIPOLYGON (((-0.578707 53.303763,-0.578725 53.303783,-0.578744 53.303763,-0.578707 53.303763)))","Church of St John the Baptist, High Street",16,"POINT(-0.578725 53.303770)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11541",NA,NA,NA,NA,NA
"1359514","335666","CHURCH OF ST MICHAEL","II","09/06/1985 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359514","TF 14688 83389",514688,383389,"heritage-at-risk",NA,7504376,"2024-09-26",NA,"MULTIPOLYGON (((-0.279115 53.335005,-0.279133 53.335025,-0.279152 53.335006,-0.279115 53.335005)))","Church of St Michael, East Torrington",16,"POINT(-0.279133 53.335012)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18153",NA,NA,NA,NA,NA
"1359567","335717","OLD OFFICE BLOCK OF LAND SETTLEMENT ASSOCIATION","II*","12/19/1978 12:00:00 AM","1/24/2007 12:00:00 AM","Unknown","https://historicengland.org.uk/listing/the-list/list-entry/1359567","TF 27122 22352",527122,322352,"heritage-at-risk",NA,7504377,"2024-09-26",NA,"MULTIPOLYGON (((-0.116555 52.783798,-0.116572 52.783818,-0.116592 52.783799,-0.116555 52.783798)))","Old office block of Land Settlement Association, Mallard Road, Low Fulney, Spalding",16,"POINT(-0.116573 52.783805)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46218",NA,NA,NA,NA,NA
"1359705","335855","CHURCH OF ST PETER AND ST PAUL","II*","02/03/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359705","TF 34951 65136",534951,365136,"heritage-at-risk",NA,7505402,"2024-09-26",NA,"MULTIPOLYGON (((0.017268 53.166263,0.017250 53.166283,0.017230 53.166263,0.017268 53.166263)))","Church of St Peter and St Paul, Main Street, Bolingbroke",16,"POINT(0.017249 53.166270)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19601",NA,NA,NA,NA,NA
"1359727","335876","CHURCH OF ST ANDREW","II*","02/03/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359727","TF 41794 65100",541794,365101,"heritage-at-risk",NA,7504383,"2022-12-21",NA,"MULTIPOLYGON (((0.119534 53.164168,0.119516 53.164187,0.119497 53.164168,0.119534 53.164168)))","Church of St Andrew, Holegate",16,"POINT(0.119516 53.164174)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/13362",NA,NA,NA,NA,NA
"1359927","336069","CHURCH OF ST. MARGARET","II*","9/14/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359927","TF 16900 68863",516900,368863,"heritage-at-risk",NA,7504384,"2024-09-26",NA,"MULTIPOLYGON (((-0.251244 53.204012,-0.251262 53.204032,-0.251281 53.204013,-0.251244 53.204012)))","Church of St Margaret, Main Street",16,"POINT(-0.251262 53.204019)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23216",NA,NA,NA,NA,NA
"1359971","336113","CHURCH OF ST MICHAEL","II*","9/14/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359971","TF 22792 79923",522792,379923,"heritage-at-risk",NA,7504503,"2021-12-01",NA,"MULTIPOLYGON (((-0.158820 53.302050,-0.158837 53.302070,-0.158857 53.302051,-0.158820 53.302050)))","Church of St Michael, Ranby Road",16,"POINT(-0.158838 53.302057)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/409325",NA,NA,NA,NA,NA
"1359986","336128","CHURCH OF ST EDITH","I","03/09/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359986","TF 39281 87954",539281,387955,"heritage-at-risk",NA,7504385,"2024-09-26",NA,"MULTIPOLYGON (((0.091974 53.370122,0.091956 53.370142,0.091936 53.370123,0.091974 53.370122)))","Church of St Edith, Tinkle Street",16,"POINT(0.091955 53.370129)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12323",NA,NA,NA,NA,NA
"1359987","336129","CHURCH OF ST MARGARET","II*","03/09/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1359987","TF 34492 88663",534492,388663,"heritage-at-risk",NA,7504504,"2021-12-01",NA,"MULTIPOLYGON (((0.020343 53.377726,0.020326 53.377745,0.020306 53.377726,0.020343 53.377726)))","St Margaret's Church, Church Lane",16,"POINT(0.020325 53.377732)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49300",NA,NA,NA,NA,NA
"1360009","336148","CHURCH OF ST MARGARET","I","02/03/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360009","TF 51152 76421",551152,376421,"heritage-at-risk",NA,7505404,"2024-09-26",NA,"MULTIPOLYGON (((0.264761 53.263275,0.264744 53.263295,0.264724 53.263276,0.264761 53.263275)))","Church of St Margaret, Church Lane",16,"POINT(0.264743 53.263282)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18444",NA,NA,NA,NA,NA
"1360134","336273","CHURCH OF ST. ANDREW","I","10/30/1968 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360134","TF 10672 25262",510672,325262,"heritage-at-risk",NA,7504400,"2024-09-26",NA,"MULTIPOLYGON (((-0.359363 52.813567,-0.359381 52.813587,-0.359400 52.813567,-0.359363 52.813567)))","Church of St Andrew, Church Lane",16,"POINT(-0.359381 52.813574)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12905",NA,NA,NA,NA,NA
"1360195","336334","CHURCH OF ST. LAWRENCE","I","10/30/1968 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360195","TF 09137 07859",509137,307859,"heritage-at-risk",NA,7504386,"2021-05-27",NA,"MULTIPOLYGON (((-0.387905 52.657494,-0.387923 52.657513,-0.387942 52.657494,-0.387905 52.657494)))","Church of St Lawrence, Church Lane",16,"POINT(-0.387923 52.657500)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21204",NA,NA,NA,NA,NA
"1360316","336453","CHURCH OF ALL SAINTS","I","9/20/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360316","SK 92323 46406",492323,346406,"heritage-at-risk",NA,7504401,"2021-12-01",NA,"MULTIPOLYGON (((-0.625518 53.007029,-0.625536 53.007049,-0.625555 53.007030,-0.625518 53.007029)))","Church of All Saints, Frieston Road",16,"POINT(-0.625536 53.007036)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17958",NA,NA,NA,NA,NA
"1360324","336461","CHURCH OF ST MARAGRET","II*","9/20/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360324","TF 01641 35352",501641,335352,"heritage-at-risk",NA,7504378,"2021-12-01",NA,"MULTIPOLYGON (((-0.490162 52.906015,-0.490180 52.906034,-0.490199 52.906015,-0.490162 52.906015)))","Church of St Margaret, Main Street, Braceby",16,"POINT(-0.490180 52.906021)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/20042",NA,NA,NA,NA,NA
"1360327","336464","Church of St Mary","I","9/20/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360327","SK 92805 21870",492805,321870,"heritage-at-risk",NA,7504379,"2024-09-26",NA,"MULTIPOLYGON (((-0.625322 52.786449,-0.625340 52.786469,-0.625359 52.786450,-0.625322 52.786449)))","Church of St Mary, Church Lane",16,"POINT(-0.625340 52.786456)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18094",NA,NA,NA,NA,NA
"1360353","336490","SEATS, BALUSTRADES AND TERRACES TO EAST OF STOKE ROCHFORD HALL","I","01/09/1987 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360353","SK 91878 28073",491878,328073,"heritage-at-risk",NA,7504402,"2024-09-26",NA,"MULTIPOLYGON (((-0.637328 52.842354,-0.637346 52.842374,-0.637365 52.842355,-0.637328 52.842354)))","Seats, balustrades and terraces to east of Stoke Rochford Hall",16,"POINT(-0.637346 52.842361)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50109",NA,NA,NA,NA,NA
"1360494","336630","CHURCH OF ALL SAINTS","II","1/26/1967 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360494","TF 31508 33335",531508,333335,"heritage-at-risk",NA,7504451,"2024-09-26",NA,"MULTIPOLYGON (((-0.047144 52.881425,-0.047161 52.881445,-0.047181 52.881425,-0.047144 52.881425)))","Church of All Saints, Old Main Road",16,"POINT(-0.047162 52.881432)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18622",NA,NA,NA,NA,NA
"1360525","336660","Church of All Saints","I","8/23/1967 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360525","SK8756353805",487563,353805,"heritage-at-risk",NA,7504452,"2024-09-26",NA,"MULTIPOLYGON (((-0.694437 53.074320,-0.694455 53.074340,-0.694474 53.074321,-0.694437 53.074320)))","Church of All Saints, Main Street",16,"POINT(-0.694455 53.074327)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18610",NA,NA,NA,NA,NA
"1360583","336718","PARISH CHURCH OF ST ANDREW","I","02/01/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360583","TF 00359 41424",500359,341424,"heritage-at-risk",NA,7504456,"2024-09-26",NA,"MULTIPOLYGON (((-0.507341 52.960820,-0.507359 52.960840,-0.507378 52.960820,-0.507341 52.960820)))","Parish Church of St Andrew, Kelby",16,"POINT(-0.507359 52.960827)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17285",NA,NA,NA,NA,NA
"1360619","336754","PARISH CHURCH OF ST DENYS","I","02/01/1967 00:00","01/11/1990 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360619","TF 06720 39906",506720,339906,"heritage-at-risk",NA,7504457,"2024-09-26",NA,"MULTIPOLYGON (((-0.413180 52.945953,-0.413197 52.945973,-0.413217 52.945954,-0.413180 52.945953)))","Parish Church of St Denys, Main Street",16,"POINT(-0.413198 52.945960)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/14599",NA,NA,NA,NA,NA
"1360627","336762","CHURCH OF ST JOHN THE BAPTIST","I","12/29/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360627","SK 68905 00494",468905,300494,"heritage-at-risk",NA,7504453,"2024-09-26",NA,"MULTIPOLYGON (((-0.984107 52.597891,-0.984125 52.597911,-0.984144 52.597891,-0.984107 52.597891)))","Church of St John the Baptist",16,"POINT(-0.984125 52.597898)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/20812",NA,NA,NA,NA,NA
"1360671","336806","CHURCH OF ST PETER","II*","12/07/1966 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1360671","SP 80695 97090",480695,297090,"heritage-at-risk",NA,7504592,"2024-09-26",NA,"MULTIPOLYGON (((-0.810905 52.565675,-0.810923 52.565695,-0.810942 52.565675,-0.810905 52.565675)))","Church of St Peter, Horninghold",16,"POINT(-0.810923 52.565682)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17571",NA,NA,NA,NA,NA
