Heritage Category,List Entry Number
 Listed Building grade I,1211336
 Listed Building grade I,1188949
 Listed Building grade II,1189230
 Listed Building grade II,1189466
 Listed Building grade II*,1190319
 Listed Building grade II,1212904
 Listed Building grade II,1191154
 Listed Building grade II*,1167970
 Listed Building grade II*,1168152
 Listed Building grade II,1168645
 Listed Building grade II,1194005
 Listed Building grade II,1194205
 Listed Building grade II,1195670
 Listed Building grade II*,1195156
 Listed Building grade II*,1195173
 Listed Building grade II*,1192740
 Listed Building grade II*,1196883
 Listed Building grade I,1197449
 Listed Building grade I,1199423
 Listed Building grade II,1184784
 Listed Building grade II,1184884
 Listed Building grade II*,1185175
 Listed Building grade II*,1186386
 Listed Building grade II*,1187124
 Listed Building grade I,1187592
 Listed Building grade II,1195481
 Listed Building grade II*,1195557
 Listed Building grade II*,1209920
 Listed Building grade II*,1206520
 Listed Building grade II*,1206720
 Listed Building grade II*,1206789
 Listed Building grade I,1210451
 Listed Building grade II,1220134
 Listed Building grade II*,1220218
 Listed Building grade II,1207907
 Listed Building grade I,1221320
 Listed Building grade I,1220815
 Listed Building grade II,1208009
 Listed Building grade I,1208207
 Listed Building grade II*,1208209
 Listed Building grade II,1208241
 Listed Building grade II*,1208360
 Listed Building grade II,1208542
 Listed Building grade I,1208879
 Listed Building grade II*,1208912
 Listed Building grade II*,1209029
 Listed Building grade I,1209229
 Listed Building grade II*,1209882
 Listed Building grade I,1209945
 Listed Building grade I,1221062
 Listed Building grade I,1221178
 Listed Building grade II,1221694
 Listed Building grade I,1222032
 Listed Building grade II*,1222599
 Listed Building grade I,1181258
 Listed Building grade II,1222746
 Listed Building grade I,1192042
 Listed Building grade II*,1192060
 Listed Building grade I,1192503
 Listed Building grade I,1222732
 Listed Building grade II*,1222748
 Listed Building grade I,1192206
 Listed Building grade II,1215129
 Listed Building grade II,1215162
 Listed Building grade II*,1211508
 Listed Building grade II*,1216915
 Listed Building grade II*,1216965
 Listed Building grade II*,1216966
 Listed Building grade II*,1217132
 Listed Building grade II*,1214715
 Listed Building grade II,1212814
 Listed Building grade II,1212831
 Listed Building grade II,1212881
 Listed Building grade I,1212946
 Listed Building grade I,1171285
 Listed Building grade II*,1172739
 Listed Building grade II*,1173032
 Listed Building grade II*,1173157
 Listed Building grade II*,1187742
 Listed Building grade II*,1188544
 Listed Building grade II*,1188633
 Listed Building grade II,1188651
 Listed Building grade II*,1217873
 Listed Building grade II*,1223128
 Listed Building grade II*,1223446
 Listed Building grade I,1224263
 Listed Building grade II*,1224495
 Listed Building grade II*,1224577
 Listed Building grade II,1224734
 Listed Building grade II*,1226550
 Listed Building grade II*,1226161
 Listed Building grade II,1226411
 Listed Building grade II,1226579
 Listed Building grade II,1226747
 Listed Building grade I,1190455
 Listed Building grade II,1191000
 Listed Building grade I,1191625
 Listed Building grade I,1214570
 Listed Building grade II*,1218832
 Listed Building grade II*,1219254
 Listed Building grade I,1215320
 Listed Building grade II*,1219922
 Listed Building grade II,1230235
 Listed Building grade II*,1193297
 Listed Building grade II*,1217625
 Listed Building grade II,1217677
 Listed Building grade II,1195681
 Listed Building grade II*,1195840
 Listed Building grade II*,1201819
 Listed Building grade II*,1202314
 Listed Building grade II*,1196426
 Listed Building grade II*,1203443
 Listed Building grade II*,1197069
 Listed Building grade II*,1198490
 Listed Building grade II,1199141
 Listed Building grade II,1199308
 Listed Building grade I,1204320
 Listed Building grade I,1204770
 Listed Building grade II*,1204963
 Listed Building grade II*,1205113
 Listed Building grade II*,1206115
 Listed Building grade II*,1206510
 Listed Building grade II*,1231084
 Listed Building grade I,1223182
 Listed Building grade II*,1223549
 Listed Building grade II*,1227399
 Listed Building grade II*,1228292
 Listed Building grade II*,1228722
 Listed Building grade II*,1228876
 Listed Building grade I,1248010
 Listed Building grade II,1229139
 Listed Building grade II,1248366
 Listed Building grade II*,1248177
 Listed Building grade I,1225056
 Listed Building grade II,1225622
 Listed Building grade II,1226457
 Listed Building grade II,1226776
 Listed Building grade I,1226862
 Listed Building grade II*,1227327
 Listed Building grade II*,1227613
 Listed Building grade II*,1228032
 Listed Building grade II*,1228164
 Listed Building grade II*,1249561
 Listed Building grade II*,1247951
 Listed Building grade II*,1219197
 Listed Building grade II*,1233792
 Listed Building grade II*,1233999
 Listed Building grade II*,1230479
 Listed Building grade II*,1232510
 Listed Building grade II*,1233497
 Listed Building grade II*,1235285
 Listed Building grade II,1235316
 Listed Building grade I,1235382
 Listed Building grade I,1211931
 Listed Building grade II*,1211972
 Listed Building grade II,1212426
 Listed Building grade II*,1212465
 Listed Building grade II*,1195637
 Listed Building grade II,1195789
 Listed Building grade II*,1195821
 Listed Building grade II*,1200162
 Listed Building grade I,1200622
 Listed Building grade II*,1235419
 Listed Building grade II,1235521
 Listed Building grade I,1200809
 Listed Building grade II*,1197918
 Listed Building grade II*,1198947
 Listed Building grade II,1209657
 Listed Building grade I,1240794
 Listed Building grade II*,1250152
 Listed Building grade II,1250263
 Listed Building grade I,1249982
 Listed Building grade II*,1252469
 Listed Building grade II,1253087
 Listed Building grade II*,1253119
 Listed Building grade II*,1253242
 Listed Building grade II,1253493
 Listed Building grade I,1214230
 Listed Building grade II*,1215234
 Listed Building grade I,1215282
 Listed Building grade II*,1215741
 Listed Building grade II*,1217197
 Listed Building grade II*,1217949
 Listed Building grade II,1240633
 Listed Building grade I,1223679
 Listed Building grade II*,1223779
 Listed Building grade I,1241752
 Listed Building grade II*,1232485
 Listed Building grade II*,1253569
 Listed Building grade II,1242432
 Listed Building grade II*,1244156
 Listed Building grade II*,1244509
 Listed Building grade II,1244861
 Listed Building grade II*,1235784
 Listed Building grade II,1235427
 Listed Building grade II,1241073
 Listed Building grade II,1257412
 Listed Building grade II,1242278
 Listed Building grade II*,1242476
 Listed Building grade II,1242728
 Listed Building grade II*,1226189
 Listed Building grade I,1226748
 Listed Building grade II*,1219326
 Listed Building grade II,1219821
 Listed Building grade II,1230642
 Listed Building grade II*,1258113
 Listed Building grade II*,1258164
 Listed Building grade II,1254428
 Listed Building grade II,1254429
 Listed Building grade II,1249955
 Listed Building grade II,1254430
 Listed Building grade II*,1254832
 Listed Building grade I,1255013
 Listed Building grade II,1251493
 Listed Building grade II*,1255034
 Listed Building grade II*,1255949
 Listed Building grade II*,1251744
 Listed Building grade I,1251913
 Listed Building grade II*,1252195
 Listed Building grade II*,1231085
 Listed Building grade II*,1275717
 Listed Building grade II,1235876
 Listed Building grade II*,1258996
 Listed Building grade II*,1236293
 Listed Building grade II,1259316
 Listed Building grade I,1237061
 Listed Building grade I,1259589
 Listed Building grade II,1259982
 Listed Building grade I,1260420
 Listed Building grade II*,1260223
 Listed Building grade II*,1260421
 Listed Building grade II*,1260741
 Listed Building grade II,1257401
 Listed Building grade II,1258104
 Listed Building grade II,1258105
 Listed Building grade II*,1200499
 Listed Building grade II,1200792
 Listed Building grade II*,1200808
 Listed Building grade II,1240343
 Listed Building grade II,1240559
 Listed Building grade II,1227650
 Listed Building grade I,1227927
 Listed Building grade II*,1228645
 Listed Building grade II,1262041
 Listed Building grade II,1262125
 Listed Building grade II,1253950
 Listed Building grade II,1253952
 Listed Building grade II*,1261936
 Listed Building grade II*,1261959
 Listed Building grade II*,1276199
 Listed Building grade II*,1276305
 Listed Building grade II,1254001
 Listed Building grade II*,1254855
 Listed Building grade II*,1277508
 Listed Building grade II*,1277841
 Listed Building grade II*,1256092
 Listed Building grade II*,1278961
 Listed Building grade II*,1279330
 Listed Building grade II,1279418
 Listed Building grade II,1279600
 Listed Building grade II*,1279729
 Listed Building grade I,1245083
 Listed Building grade II,1245303
 Listed Building grade II*,1245485
 Listed Building grade II,1246022
 Listed Building grade II,1246086
 Listed Building grade II,1246079
 Listed Building grade II*,1246348
 Listed Building grade II,1246272
 Listed Building grade II,1246658
 Listed Building grade I,1245447
 Listed Building grade II*,1246581
 Listed Building grade II*,1246881
 Listed Building grade II*,1265974
 Listed Building grade II*,1245910
 Listed Building grade II,1246083
 Listed Building grade II,1246274
 Listed Building grade II,1246453
 Listed Building grade I,1247612
 Listed Building grade II,1235320
 Listed Building grade II*,1241997
 Listed Building grade II*,1242456
 Listed Building grade II,1266785
 Listed Building grade II*,1258922
 Listed Building grade II,1262757
 Listed Building grade II,1263192
 Listed Building grade I,1263465
 Listed Building grade II,1260544
 Listed Building grade II*,1264896
 Listed Building grade I,1265031
 Listed Building grade II*,1264685
 Listed Building grade II,1261295
 Listed Building grade II,1265696
 Listed Building grade II*,1265719
 Listed Building grade II,1284866
 Listed Building grade II,1242917
 Listed Building grade II*,1244144
 Listed Building grade II*,1244573
 Listed Building grade II*,1244578
 Listed Building grade II,1249660
 Listed Building grade II*,1267822
 Listed Building grade II*,1250712
 Listed Building grade II*,1268451
 Listed Building grade II,1250896
 Listed Building grade II,1268256
 Listed Building grade II*,1284932
 Listed Building grade I,1267468
 Listed Building grade II,1267518
 Listed Building grade II,1270305
 Listed Building grade II*,1268218
 Listed Building grade II*,1271239
 Listed Building grade II,1270449
 Listed Building grade II,1270769
 Listed Building grade II,1235838
 Listed Building grade I,1236065
 Listed Building grade II*,1236133
 Listed Building grade II*,1236717
 Listed Building grade II*,1271264
 Listed Building grade II*,1276278
 Listed Building grade II*,1271128
 Listed Building grade II*,1271246
 Listed Building grade I,1271296
 Listed Building grade II*,1280950
 Listed Building grade II*,1280604
 Listed Building grade I,1281017
 Listed Building grade II*,1281503
 Listed Building grade II,1282492
 Listed Building grade II*,1282810
 Listed Building grade I,1282854
 Listed Building grade II,1283023
 Listed Building grade II*,1237476
 Listed Building grade II,1257680
 Listed Building grade II,1245030
 Listed Building grade II*,1245180
 Listed Building grade I,1245450
 Listed Building grade I,1245714
 Listed Building grade II,1246786
 Listed Building grade II*,1247495
 Listed Building grade II*,1264219
 Listed Building grade II*,1287365
 Listed Building grade II*,1287610
 Listed Building grade II,1264906
 Listed Building grade I,1265325
 Listed Building grade II*,1265590
 Listed Building grade I,1265658
 Listed Building grade I,1265793
 Listed Building grade II,1265859
 Listed Building grade II*,1255558
 Listed Building grade II*,1255642
 Listed Building grade II*,1258775
 Listed Building grade II*,1258818
 Listed Building grade II*,1271608
 Listed Building grade II*,1271859
 Listed Building grade II*,1281325
 Listed Building grade II*,1272310
 Listed Building grade I,1272710
 Listed Building grade I,1272727
 Listed Building grade I,1281779
 Listed Building grade II,1271962
 Listed Building grade II*,1272307
 Listed Building grade II*,1283146
 Listed Building grade I,1273160
 Listed Building grade II,1273545
 Listed Building grade II,1271534
 Listed Building grade II,1271968
 Listed Building grade II,1271982
 Listed Building grade II,1272418
 Listed Building grade II,1272433
 Listed Building grade II*,1273611
 Listed Building grade II*,1274102
 Listed Building grade I,1274420
 Listed Building grade I,1303393
 Listed Building grade I,1304581
 Listed Building grade I,1274774
 Listed Building grade II*,1303566
 Listed Building grade I,1306186
 Listed Building grade II*,1306217
 Listed Building grade I,1259586
 Listed Building grade II*,1260315
 Listed Building grade II*,1261644
 Listed Building grade I,1261717
 Listed Building grade II*,1261837
 Listed Building grade I,1276407
 Listed Building grade II*,1277027
 Listed Building grade II*,1278640
 Listed Building grade II*,1279156
 Listed Building grade I,1279399
 Listed Building grade II*,1267369
 Listed Building grade II*,1306771
 Listed Building grade II,1285329
 Listed Building grade II*,1289905
 Listed Building grade II,1289930
 Listed Building grade II*,1303052
 Listed Building grade II,1286098
 Listed Building grade II*,1286197
 Listed Building grade II,1286348
 Listed Building grade II*,1286366
 Listed Building grade I,1291868
 Listed Building grade I,1304471
 Listed Building grade I,1304822
 Listed Building grade I,1305276
 Listed Building grade I,1288923
 Listed Building grade II*,1306855
 Listed Building grade II*,1306112
 Listed Building grade II,1307407
 Listed Building grade II*,1292870
 Listed Building grade II*,1293038
 Listed Building grade II*,1289697
 Listed Building grade I,1289750
 Listed Building grade II*,1308943
 Listed Building grade II*,1307787
 Listed Building grade II*,1308371
 Listed Building grade II*,1310214
 Listed Building grade II*,1291556
 Listed Building grade II*,1269775
 Listed Building grade II*,1270566
 Listed Building grade II*,1271263
 Listed Building grade I,1263028
 Listed Building grade I,1263355
 Listed Building grade II,1263475
 Listed Building grade I,1294714
 Listed Building grade II*,1294797
 Listed Building grade II*,1295131
 Listed Building grade I,1264202
 Listed Building grade I,1264793
 Listed Building grade II*,1294954
 Listed Building grade I,1295105
 Listed Building grade I,1295575
 Listed Building grade II*,1310584
 Listed Building grade I,1295876
 Listed Building grade I,1296425
 Listed Building grade I,1296560
 Listed Building grade II*,1296561
 Listed Building grade II*,1296659
 Listed Building grade I,1294426
 Listed Building grade II*,1295317
 Listed Building grade II*,1265211
 Listed Building grade I,1297830
 Listed Building grade II,1297982
 Listed Building grade II*,1289489
 Listed Building grade II*,1293260
 Listed Building grade II,1293493
 Listed Building grade I,1297993
 Listed Building grade II*,1293490
 Listed Building grade II*,1293681
 Listed Building grade I,1289656
 Listed Building grade II*,1313269
 Listed Building grade II*,1314017
 Listed Building grade II,1313710
 Listed Building grade II,1314137
 Listed Building grade II*,1314749
 Listed Building grade II*,1314984
 Listed Building grade I,1291962
 Listed Building grade II*,1272533
 Listed Building grade II*,1274862
 Listed Building grade II,1280619
 Listed Building grade II,1280980
 Listed Building grade II*,1281396
 Listed Building grade II*,1281680
 Listed Building grade II,1282500
 Listed Building grade II,1282575
 Listed Building grade II*,1282852
 Listed Building grade II*,1283638
 Listed Building grade I,1284195
 Listed Building grade II,1315719
 Listed Building grade I,1306911
 Listed Building grade II,1315473
 Listed Building grade I,1311979
 Listed Building grade I,1308367
 Listed Building grade I,1308415
 Listed Building grade II*,1308968
 Listed Building grade II,1322184
 Listed Building grade II,1313171
 Listed Building grade II,1322768
 Listed Building grade I,1322845
 Listed Building grade I,1313775
 Listed Building grade II,1323688
 Listed Building grade II,1323729
 Listed Building grade II,1323731
 Listed Building grade II*,1314426
 Listed Building grade II*,1311918
 Listed Building grade II*,1317926
 Listed Building grade I,1318194
 Listed Building grade II*,1317879
 Listed Building grade II*,1318129
 Listed Building grade I,1318497
 Listed Building grade II,1318631
 Listed Building grade II*,1318999
 Listed Building grade II,1286387
 Listed Building grade II,1286544
 Listed Building grade II*,1287455
 Listed Building grade I,1288157
 Listed Building grade I,1288641
 Listed Building grade II,1323732
 Listed Building grade II*,1298798
 Listed Building grade I,1298440
 Listed Building grade II*,1298791
 Listed Building grade II,1298993
 Listed Building grade II*,1299434
 Listed Building grade II,1298370
 Listed Building grade II*,1299775
 Listed Building grade II*,1299776
 Listed Building grade II,1300053
 Listed Building grade II,1299195
 Listed Building grade II*,1301623
 Listed Building grade II*,1299615
 Listed Building grade II,1299858
 Listed Building grade II*,1304753
 Listed Building grade II*,1305339
 Listed Building grade II,1294666
 Listed Building grade II,1296104
 Listed Building grade II*,1297899
 Listed Building grade I,1324751
 Listed Building grade I,1324756
 Listed Building grade I,1325524
 Listed Building grade II,1325944
 Listed Building grade I,1311826
 Listed Building grade I,1321637
 Listed Building grade II*,1326490
 Listed Building grade I,1322006
 Listed Building grade II*,1323741
 Listed Building grade I,1326312
 Listed Building grade II*,1327246
 Listed Building grade I,1289102
 Listed Building grade II,1289343
 Listed Building grade II*,1289679
 Listed Building grade I,1289743
 Listed Building grade II*,1320834
 Listed Building grade I,1321132
 Listed Building grade II,1317050
 Listed Building grade II,1340100
 Listed Building grade I,1341122
 Listed Building grade I,1318555
 Listed Building grade II*,1290440
 Listed Building grade II*,1290799
 Listed Building grade II,1291065
 Listed Building grade II*,1291131
 Listed Building grade I,1291892
 Listed Building grade II,1292201
 Listed Building grade II*,1293112
 Listed Building grade II*,1307411
 Listed Building grade I,1302717
 Listed Building grade II*,1302708
 Listed Building grade I,1302380
 Listed Building grade II,1331490
 Listed Building grade II*,1333084
 Listed Building grade I,1331592
 Listed Building grade I,1308429
 Listed Building grade II,1309408
 Listed Building grade II,1309549
 Listed Building grade II*,1309558
 Listed Building grade I,1309701
 Listed Building grade I,1310019
 Listed Building grade II*,1298719
 Listed Building grade II,1300500
 Listed Building grade II*,1301995
 Listed Building grade II*,1312305
 Listed Building grade II*,1312589
 Listed Building grade II*,1325078
 Listed Building grade I,1333125
 Listed Building grade II,1333225
 Listed Building grade I,1330165
 Listed Building grade I,1330322
 Listed Building grade I,1349090
 Listed Building grade II,1350344
 Listed Building grade II,1342049
 Listed Building grade I,1342118
 Listed Building grade II*,1342134
 Listed Building grade II*,1328680
 Listed Building grade I,1342408
 Listed Building grade II*,1342983
 Listed Building grade II*,1329099
 Listed Building grade II*,1343326
 Listed Building grade II*,1329608
 Listed Building grade I,1329835
 Listed Building grade II*,1330337
 Listed Building grade I,1349757
 Listed Building grade II,1330344
 Listed Building grade II*,1349045
 Listed Building grade I,1344664
 Listed Building grade II,1350355
 Listed Building grade II*,1349630
 Listed Building grade II*,1342467
 Listed Building grade I,1343086
 Listed Building grade II*,1345096
 Listed Building grade II*,1342309
 Listed Building grade II,1343271
 Listed Building grade II,1343405
 Listed Building grade II*,1343690
 Listed Building grade II*,1343988
 Listed Building grade II*,1342980
 Listed Building grade II*,1314565
 Listed Building grade II*,1311103
 Listed Building grade II*,1311162
 Listed Building grade II*,1321874
 Listed Building grade II*,1334604
 Listed Building grade I,1335090
 Listed Building grade I,1333998
 Listed Building grade II*,1334091
 Listed Building grade II*,1335702
 Listed Building grade II,1336001
 Listed Building grade II*,1336325
 Listed Building grade II*,1334843
 Listed Building grade I,1336040
 Listed Building grade II*,1336669
 Listed Building grade II,1322049
 Listed Building grade II,1322060
 Listed Building grade I,1322821
 Listed Building grade II,1323730
 Listed Building grade II*,1315781
 Listed Building grade II*,1353116
 Listed Building grade II*,1354484
 Listed Building grade I,1317855
 Listed Building grade II*,1318459
 Listed Building grade I,1302722
 Listed Building grade II,1330457
 Listed Building grade II,1355224
 Listed Building grade I,1355583
 Listed Building grade II*,1355710
 Listed Building grade II*,1356042
 Listed Building grade II*,1356422
 Listed Building grade II*,1356460
 Listed Building grade II,1356824
 Listed Building grade II,1357294
 Listed Building grade II*,1352406
 Listed Building grade II,1357621
 Listed Building grade II,1357632
 Listed Building grade II,1358009
 Listed Building grade II,1357592
 Listed Building grade II,1357661
 Listed Building grade II,1357994
 Listed Building grade II,1357995
 Listed Building grade II*,1330541
 Listed Building grade II*,1324732
 Listed Building grade I,1354161
 Listed Building grade II*,1320136
 Listed Building grade I,1367837
 Listed Building grade II*,1358179
 Listed Building grade II,1358673
 Listed Building grade II,1358327
 Listed Building grade II,1358396
 Listed Building grade II,1358832
 Listed Building grade II*,1359273
 Listed Building grade II*,1359456
 Listed Building grade II*,1358316
 Listed Building grade II,1358950
 Listed Building grade II,1359002
 Listed Building grade II,1359514
 Listed Building grade II*,1359567
 Listed Building grade I,1360327
 Listed Building grade II*,1346854
 Listed Building grade II,1359127
 Listed Building grade II*,1359927
 Listed Building grade I,1359986
 Listed Building grade I,1346568
 Listed Building grade I,1347611
 Listed Building grade I,1347897
 Listed Building grade I,1348599
 Listed Building grade II,1377186
 Listed Building grade II*,1321124
 Listed Building grade I,1340026
 Listed Building grade I,1340101
 Listed Building grade I,1340703
 Listed Building grade II*,1341062
 Listed Building grade II*,1341728
 Listed Building grade II*,1377388
 Listed Building grade I,1360134
 Listed Building grade I,1360353
 Listed Building grade II*,1355381
 Listed Building grade II,1356416
 Listed Building grade I,1356818
 Listed Building grade II*,1369925
 Listed Building grade II*,1370062
 Listed Building grade II*,1370346
 Listed Building grade II,1357602
 Listed Building grade II,1357652
 Listed Building grade II*,1370357
 Listed Building grade II*,1370425
 Listed Building grade II*,1369269
 Listed Building grade I,1369519
 Listed Building grade I,1370101
 Listed Building grade II,1335596
 Listed Building grade II*,1337250
 Listed Building grade II*,1329928
 Listed Building grade I,1378531
 Listed Building grade II,1378375
 Listed Building grade II,1378758
 Listed Building grade II,1378793
 Listed Building grade II,1379028
 Listed Building grade I,1379062
 Listed Building grade II*,1378620
 Listed Building grade II,1378729
 Listed Building grade II,1379013
 Listed Building grade II*,1379842
 Listed Building grade II,1380201
 Listed Building grade I,1348768
 Listed Building grade I,1380671
 Listed Building grade II*,1380903
 Listed Building grade II*,1380884
 Listed Building grade II*,1381098
 Listed Building grade II*,1377281
 Listed Building grade I,1377699
 Listed Building grade II*,1349232
 Listed Building grade II,1350354
 Listed Building grade I,1342548
 Listed Building grade II*,1342566
 Listed Building grade II,1360494
 Listed Building grade I,1360525
 Listed Building grade I,1360627
 Listed Building grade I,1360583
 Listed Building grade I,1360619
 Listed Building grade II*,1342814
 Listed Building grade I,1342889
 Listed Building grade II*,1343050
 Listed Building grade II*,1361009
 Listed Building grade II*,1361054
 Listed Building grade I,1361136
 Listed Building grade II*,1361188
 Listed Building grade II*,1361370
 Listed Building grade I,1381655
 Listed Building grade II*,1381696
 Listed Building grade II*,1360899
 Listed Building grade II,1361047
 Listed Building grade II*,1362139
 Listed Building grade II*,1361383
 Listed Building grade II,1361576
 Listed Building grade I,1344695
 Listed Building grade II*,1346240
 Listed Building grade II,1346251
 Listed Building grade II*,1374551
 Listed Building grade II*,1374612
 Listed Building grade II*,1374685
 Listed Building grade I,1375977
 Listed Building grade II,1376228
 Listed Building grade II,1376229
 Listed Building grade I,1375162
 Listed Building grade II*,1375582
 Listed Building grade II*,1375705
 Listed Building grade II,1358299
 Listed Building grade II*,1358326
 Listed Building grade II,1358415
 Listed Building grade II,1358433
 Listed Building grade II,1358651
 Listed Building grade II,1358760
 Listed Building grade II*,1358835
 Listed Building grade II,1358860
 Listed Building grade II,1359001
 Listed Building grade II,1359128
 Listed Building grade II*,1359317
 Listed Building grade I,1351965
 Listed Building grade II,1376543
 Listed Building grade II,1376573
 Listed Building grade II,1376578
 Listed Building grade I,1378536
 Listed Building grade II,1379337
 Listed Building grade II*,1383652
 Listed Building grade II*,1383711
 Listed Building grade II,1383759
 Listed Building grade II*,1383893
 Listed Building grade II*,1379856
 Listed Building grade II*,1384570
 Listed Building grade II*,1384813
 Listed Building grade II,1385372
 Listed Building grade II,1385533
 Listed Building grade II,1385617
 Listed Building grade II*,1395027
 Listed Building grade II,1385530
 Listed Building grade II,1385563
 Listed Building grade II*,1381793
 Listed Building grade II*,1382428
 Listed Building grade II,1383416
 Listed Building grade II*,1383565
 Listed Building grade II,1383665
 Listed Building grade II,1384484
 Listed Building grade II,1384986
 Listed Building grade II,1353769
 Listed Building grade II*,1376625
 Listed Building grade II,1376634
 Listed Building grade II,1376580
 Listed Building grade II,1395422
 Listed Building grade II,1374950
 Listed Building grade II*,1375166
 Listed Building grade II,1376521
 Listed Building grade II,1376536
 Listed Building grade II,1376538
 Listed Building grade II*,1376603
 Listed Building grade II*,1376605
 Listed Building grade II,1376621
 Listed Building grade II*,1355550
 Listed Building grade II*,1356429
 Listed Building grade II*,1356436
 Listed Building grade II,1356761
 Listed Building grade I,1357808
 Listed Building grade II*,1357974
 Listed Building grade II,1357990
 Listed Building grade II,1357997
 Listed Building grade I,1346742
 Listed Building grade II*,1459113
 Listed Building grade II,1464513
 Listed Building grade II*,1365048
 Listed Building grade II*,1365164
 Listed Building grade II*,1365197
 Listed Building grade II*,1365488
 Listed Building grade II*,1365532
 Listed Building grade II*,1366502
 Listed Building grade II*,1364850
 Listed Building grade II,1367372
 Listed Building grade II,1385670
 Listed Building grade II,1385671
 Listed Building grade II,1385919
 Listed Building grade II,1386103
 Listed Building grade II*,1386123
 Listed Building grade II,1386139
 Listed Building grade II,1366638
 Listed Building grade II,1366860
 Listed Building grade II,1385647
 Listed Building grade II,1385740
 Listed Building grade II,1385765
 Listed Building grade II,1385933
 Listed Building grade II,1385796
 Listed Building grade II*,1386145
 Listed Building grade II*,1386231
 Listed Building grade II*,1386330
 Listed Building grade II*,1386515
 Listed Building grade II*,1360671
 Listed Building grade II,1361943
 Listed Building grade II*,1386483
 Listed Building grade II,1386790
 Listed Building grade II*,1364424
 Listed Building grade II,1396401
 Scheduled Monument,1399726
 Listed Building grade II,1400159
 Listed Building grade II,1387232
 Listed Building grade II,1387858
 Listed Building grade II*,1387319
 Listed Building grade II,1388093
 Listed Building grade II*,1388413
 Listed Building grade II*,1388543
 Listed Building grade I,1388680
 Listed Building grade II,1389188
 Listed Building grade II,1389190
 Listed Building grade II,1387880
 Listed Building grade II*,1388071
 Listed Building grade II*,1388998
 Listed Building grade II,1389178
 Listed Building grade II,1389182
 Listed Building grade II,1389215
 Listed Building grade II,1389246
 Listed Building grade II,1389413
 Listed Building grade II,1388693
 Listed Building grade II,1389225
 Listed Building grade II,1389241
 Listed Building grade II,1389237
 Listed Building grade II,1389238
 Listed Building grade II,1389534
 Listed Building grade II,1390493
 Listed Building grade II,1391000
 Listed Building grade II*,1391084
 Listed Building grade II,1390504
 Listed Building grade II,1390581
 Listed Building grade II*,1390897
 Listed Building grade II*,1390949
 Listed Building grade II,1391138
 Listed Building grade II,1391526
 Listed Building grade II,1391544
 Listed Building grade II,1391811
 Listed Building grade II,1391587
 Listed Building grade II,1391604
 Listed Building grade II,1392003
 Listed Building grade II,1392389
 Listed Building grade II,1391606
 Listed Building grade II,1392001
 Listed Building grade II,1392008
 Listed Building grade II,1392010
 Listed Building grade II,1391998
 Listed Building grade II,1392011
 Listed Building grade II,1392012
 Listed Building grade II,1392013
 Listed Building grade II,1392312
 Listed Building grade II,1392397
 Listed Building grade II,1392583
 Listed Building grade II,1392596
 Listed Building grade II,1392555
 Listed Building grade II,1393123
 Listed Building grade II,1392376
 Listed Building grade II,1392558
 Listed Building grade II*,1392692
 Listed Building grade II,1393069
 Listed Building grade II,1393131
 Listed Building grade II,1393659
 Listed Building grade II,1393160
 Listed Building grade II,1393180
 Listed Building grade II,1393419
 Listed Building grade II,1393646
 Listed Building grade II,1393912
 Listed Building grade II*,1370408
 Listed Building grade I,1371503
 Listed Building grade I,1379098
 Listed Building grade II,1379241
 Listed Building grade II,1379798
 Listed Building grade II,1380227
 Listed Building grade II*,1381145
 Listed Building grade II*,1381924
 Scheduled Monument,1404832
 Scheduled Monument,1401425
 Listed Building grade II,1402561
 Listed Building grade II*,1403222
 Listed Building grade II*,1406155
 Scheduled Monument,1400780
 Scheduled Monument,1409595
 Scheduled Monument,1409811
 Scheduled Monument,1418283
 Listed Building grade II,1416926
 Scheduled Monument,1406460
 Scheduled Monument,1409786
 Listed Building grade II,1416723
 Listed Building grade I,1428731
 Scheduled Monument,1427315
 Listed Building grade II*,1429217
 Listed Building grade II*,1431191
 Listed Building grade II,1431422
 Listed Building grade II,1438484
 Scheduled Monument,1433819
 Listed Building grade II,1435037
 Listed Building grade II,1443788
 Scheduled Monument,1441204
 Listed Building grade II*,1365835
 Listed Building grade II,1366078
 Listed Building grade II*,1367257
 Listed Building grade II*,1367373
 Listed Building grade II,1385841
 Listed Building grade I,1373039
 Scheduled Monument,1002969
 Scheduled Monument,1002974
 Scheduled Monument,1002985
 Scheduled Monument,1003033
 Scheduled Monument,1003053
 Scheduled Monument,1003078
 Scheduled Monument,1003101
 Scheduled Monument,1003135
 Scheduled Monument,1003144
 Scheduled Monument,1003057
 Scheduled Monument,1003073
 Scheduled Monument,1003121
 Scheduled Monument,1003124
 Scheduled Monument,1003140
 Scheduled Monument,1003222
 Scheduled Monument,1003224
 Scheduled Monument,1003238
 Scheduled Monument,1003272
 Scheduled Monument,1003304
 Scheduled Monument,1003306
 Scheduled Monument,1003321
 Scheduled Monument,1003324
 Scheduled Monument,1003339
 Scheduled Monument,1003422
 Scheduled Monument,1003557
 Scheduled Monument,1003235
 Scheduled Monument,1003258
 Scheduled Monument,1003342
 Scheduled Monument,1003362
 Scheduled Monument,1003403
 Scheduled Monument,1003444
 Scheduled Monument,1003453
 Scheduled Monument,1003487
 Scheduled Monument,1003494
 Scheduled Monument,1003542
 Scheduled Monument,1003569
 Scheduled Monument,1003601
 Scheduled Monument,1003626
